,total_string
690,show movie schedules
691,Is Rio Belongs to Us playing at the movie house closest to me
692,give me the movie times for Fox Theatres
693,When can I watch Prince Daewon at movie house?
694,find the nearest animated movies at a movie theatre
695,When is Sea of Fear being shown at the closest movie theatre?
696,What films are there playing at Cobb Theatres?
697,find Kebab Connection
698,I need a list of Mann Theatres films that are playing
699,find the nearest movie house showing Dangers of the Canadian Mounted
700,Does AMC Theatres have movie schedules out?
701,What are the movie times for animated movies nearby?
702,What film is playing nearby
703,what movie house is showing Sherlock Holmes and the Secret Weapon
704,What is the movie schedule looking like
705,What is the movie schedules for movies in the neighbourhood
706,Is And the Ship Sails On playing at Douglas Theatre Company 1 minute from now?
707,I'd like to see movie times please.
708,What is the closest movie theatre showing In Pursuit of Honor?
709,What are the movie times of films in the neighbourhood
710,"Is The Belles of St. Clements playing at Star Theatres in 8 minutes?
"
711,Please provide me with movie schedules.
712,find a movie house closest with animated movies
713,I'd like to watch films at the closest movie theatre 
714,Check the movie schedule for Wanda Group
715,find Italy Has Awakened at a Goodrich Quality Theaters
716,What is the movie schedules at Consolidated Theatres
717,Whaere is Bloody Bloody Bible Camp playing in the cinema
718,Show me a movie schedule.
719,find a United Paramount Theatres and movie times at 4 A.M.
720,in the neighbourhood find movies
721,Show movie schedules for Douglas Theatre Company
722,What are the current showtimes for Love Fiction?
723,She me what movies are playing at 1 o'clock at the nearest movie theatre
724,Which films are playing in the neighbourhood?
725,I'm looking to watch Savage Grace at Showcase Cinemas at thirteen o'clock.
726,Which films are playing at the closest movie house?
727,Find the movie schedule for close by films.
728,Find movie times for B&B Theatres.
729,I want to see the movie schedule for KB Theatres.
730,Can you give me a list of films at Cinemark Theatres?
731,IS Anti-Semitism in the 21st Century: The Resurgence playing now
732,She me the movie schedule for animated movies at the place nearby
733,Where is the nearest movie house that is playing Sirivantha
734,what time can i see The Conflicts of Life
735,find films closest to a cinema
736,I'm looking for local movie schedules.
737,Show movie schedules with movies in the neighborhood
738,What are the movie times for Megaplex Theatres
739,Find movie times for close by movies.
740,Find me the movie times for the Alamo Drafthouse Cinema
741,Give me the movie schedule for the Great Escape Theatres
742,When is Game in the Sand playing at the movie house?
743,What time are the movie schedules
744,I'd like to see movie times at Santikos Theatres
745,show movie times
746,Show movie schedule and movies in the area
747,Are any films play at the Santikos Theatres
748,find movie times
749,Find movie schedules for Bow Tie Cinemas.
750,Find the movie schedules for animated movies nearby at 09:44 am.
751,what time is The World According to John Coltrane playing
752,What movie theatre is the closest that is playing Cheat You Fair: The Story of Maxwell Street right now
753,show movie schedules for animated movies playing close by now
754,Find films available at Cooper Foundation
755,in 1 hour and 1 minute find a cinema nearest for films
756,I want a list of films that are going to be shown in the neighborhood.
757,What are the local movie times
758,Which movies are playing at B&B Theatres at 2 pm?
759,find Manthra Mothiram at Century Theatres
760,what movie theatre is showing Titanic: The Legend Goes On
761,I need current movie schedules.
762,what animated movies are in the area
763,Where and when can I see The Image Makers
764,find a Cineplex Odeon Corporation showing movies
765,what films are showing around here
766,When is Twentynine Palms playing at Plitt Theatres?
767,is The Sleeping Beauty playing at 8 A.M.  at Cobb Theatres
768,When is Dead Birds playing?
769,What's the movie schedule for films in the neighbourhood
770,Give me the schedule for Getting There: Sweet 16 and Licensed to Drive
771,what time is Twin Peaks: Fire Walk with Me showing
772,What are the movie schedules for movies around here?
773,What time is Phil Ochs: There but for Fortune playing at the movie house
774,I'd like to watch Wish You Were Dead
775,Can I watch The Sound of War in thirteen minutes at the nearest cinema
776,What films are playing at Goodrich Quality Theaters
777,What are the movie times for movies in the area?
778,what is the movie schedule of animated movies in the area 
779,"What films and movie schedules are in the neighborhood
"
780,What is the closest movie theatre that is playing Moment to Moment?
781,Can I see the movie schedules nineteen minutes from now?
782,showings for animated movies in the area 
783,What are the movies scheduled to play at General Cinema Corporation
784,Is The Man Who Won playing at 6 P.M.?
785,in the neighbourhood find movies starting in thirteen hours
786,What movie times are there at ArcLight Hollywood
787,List movie schedules at Showcase Cinemas
788,When is Cooper Foundation on the movie schedule?
789,When is Lake City playing at Dipson Theatres?
790,What is the movie schedules for the movies nearby playing 23 seconds from now
791,What is the nearest cinema showing Love in Mandya?
792,Find the movie times at Consolidated Theatres.
793,What time is Truth About Kerry playing at movie house
794,Can you let me know when Talk of the Devil is playing at the movie theatre?
795,When is The Pirate Fairy playing at AMC Theaters?
796,What are the movie times at General Cinema Corporation
797,Find the movie schedule for animated movies in the neighbourhood.
798,When is Sins of the Fathers playing?
799,find a movie theatre with Beware of Bachelors
800,Check the movie schedules.
801,Can you let me know the films that are on the movie schedules in the area at noon?
802,find a movie schedule
803,What time is A Man for Burning playing
804,Please show me the closest movie house playing Wild on the Beach in 1 minute.
805,what animated movies are playing at the closest movie house
806,What time does Lilacs in the Spring play at the closest movie house
807,whats the movie schedules for animated movies close by
808,show movies in United Paramount Theatres
809,Which films are playing close by?
810,find animated movies close by with a movie schedule
811,where is Ennarukil Nee Irunthal playing
812,What is the movie schedule for today?
813,what are the movies movie times nearby
814,Where can I find movie schedules
815,Is The Passion of Anna playing four seconds from now at the cinema
816,What time is 26 Years Diary showing in the movie house?
817,Find a movie schedule.
818,find a cinema nearest with Sulle Sathya
819,find Invisible Child at Southern Theatres
820,Give me the movie schedules for Neighborhood Cinema Group
821,give me a list showtimes for The Night of Taneyamagahara 
822,I need a movie schedule for nearby animated movies
823,show movie schedule for animated movies in the neighborhood
824,Where Can I watch Chaos and Desire?
825,what is the schedule for The Fox and the Child in cinema
826,When will the Blonde Ambition be playing
827,find a cinema closest with animated movies
828,List movie schedules for movies playing close by
829,show movie times
830,Can I get the movie schedules for Megaplex Theatres?
831,What movie theatre is playing The Missing Picture
832,Is Liberator playing at the IMAX Corporation at 11?
833,Which is the nearest cinema showing A Cooler Climate that starts now?
834,find Dickinson Theatres showing From Bondage to Freedom
835,find Plitt Theatres now showing Poverty and Nobility
836,Give me the current showtimes for Tarass Boulba.
837,Please find movie schedules
838,What time are movies showing at Megaplex Theatres
839,Where can I find Paranormal Activity 3 playing near me 1 hour from now
840,What films are there being played at Megaplex Theatres?
841,is Young Policemen In Love at the local movie theatre
842,I want to see movie schedules at Plitt Theatres.
843,Is The Right to Strike playing at Star Theatres
844,find Partners in Action at Dickinson Theatres
845,I'd like to see local movie times.
846,What time is A Battle of Wits starting?
847,show me the schedule of Letters from a Porcupine in Alamo Drafthouse Cinema
848,Please give me the movie schedules.
849,what's the closest movie house showing The Legend of Ben Hall
850,Find me the nearest cinema that have movies starting right now.
851,I'd like to watch movies at the nearest movie house
852,Find the movie schedule for animated movies in the area.
853,find Alamo Drafthouse Cinema with animated movies
854,Find the movie schedule for Dipson Theatres.
855,Can I get the newest movie schedule in the area  for animated movies?
856,Find the schedule for animated movies in the area.
857,What is the movie schedule at Loews Cineplex Entertainment
858,find a cinema nearest for films
859,What movies are currently playing at the Caribbean Cinemas
860,I'd like to watch films anywhere nearby
861,Where is the nearest cinema that has Southside 1-1000?
862,What are the movie schedules at Loews Cineplex Entertainment
863,What times will animated movies be showing nearby?
864,When are the movie schedules
865,Is The Missing Clerk playing
866,what's the nearest movie house showing Women Who Fall by the Wayside
867,What is the movie schedule for the B&B Theatres
868,Give me some info on when Hands Across the Border will be laying at the cinema.
869,Please check whether any animated movies will be running in the area around 04:34:15 PM.
870,What animated movies are playing at the Magic Johnson Theatres
871,What films are at the nearest movie theatre
872,What time is Sontha Ooru playing
873,Is The Divine Jetta at Marcus Corporation
874,What movies are playing in the neighborhood
875,When is The Naked Eye playing at the closest movie theatre
876,Find the schedule for for close by movies.
877,show me the movie schedule
878,Tell me the movie schedules
879,what's the nearest movie house showing films
880,What time can I watch Son of Rambow Tonight at Fox Theatres
881,Which movie house is playing Snow in the Desert today?
882,I want to know the films playing at the closest movie house.
883,Where the The Housemaid playing and when
884,Find the schedule for movies at Harkins Theatres.
885,Are any animated movies playing at Magic Johnson Theatres?
886,Is the film Goodrich Quality Theaters playing at 12:26 AM?
887,Which cinema is currently showing The Youngest Profession?
888,Where is the nearest movie house that is playing Sirivantha
889,Is Mentioned in Confidence at the cinema
890,Please tell me the movie times  
891,What is the nearest movie theatre playing Kate y Leopold?
892,What cinema is playing The White Stadium?
893,Find movie schedules.
894,find Noon movie times at IMAX Corporation
895,what is the movie schedule for the Cooper Foundation
896,What time is The Face in the Moonlight showing?
897,find animated movies movie schedule in the neighborhood
898,What are the movie schedules for films in the area?
899,What are the morning movie schedules for movies in the neighborhood?
900,Recite the movie schedule.
901,Tell me what animated movies are being played at the closest movie house at 01:19:00 AM
902,Is The Love Guru playing 
903,find Now and Forever
904,Can I get the movie schedules  for Loews Cineplex in six hours seventeen minutes and eighteen seconds.
905,Can I watch Flower and Snake at movie house in one hour from now?
906,I'd like to know what movies are on the movie schedules nearby.
907,What time is The Lottery Man playing?
908,What is the movie schedule 1 second from now
909,What's the closest movie house that's showing animated movies?
910,What animated movies are playing at the closest cinema
911,What time is The Mourner playing at the movie house?
912,Is the start eim 23 hours twenty one minutes and one second from now for Morgan - A Suitable Case for Treatment at Santikos Theatres
913,Find the schedule for movie times.
914,I'd like to know the movie times for movies nearby me
915,Which movies are showing at Southern Theatres?
916,when is Red Shirts showing at Dickinson Theatres
917,Please check the movie schedule
918,Is Convoy Busters playing
919,"What time is Careful, He Might Hear You playing at the cinema"
920,Find the movie schedules for Consolidated Theatres.
921,Find the schedule for Ghost World.
922,find movies around here with movie schedules
923,What is the nearest cinema playing Romance of the Limberlost
924,Can i get the showtimes for films at Dickinson Theatres?
925,What is the movie schedule near me?
926,"What time is Atlantis, terre engloutie playing?"
927,show me the schedule of films in the neighbourhood
928,give me the movie times for movies showing in the neighborhood 
929,list movies  in the neighbourhood
930,Give me the movie times at Goodrich Quality Theaters.
931,Find the movies and movie times in the neighbourhood 
932,"what films are playing at the closest movie house ar
 elevenses"
933,Please show me the films playing at Loews Cineplex Entertainment.
934,What's the closest cinema playing Chuckys Baby now?
935,Is Hollows Grove playing at any movie theatre at ten pm?
936,show me the movie schedule in the area near my home at seven AM for animated movies
937,Show me movie times
938,Find the movie times for films in the area.
939,find the closest movie theatre with films
940,What is the movie schedule for movies close by
941,Find the schedule for Central Airport at the closest movie theatre.
942,give me the movie schedules for Warren Theatres
943,which is the nearest movie house playing The Diary of Anne Frank
944,Show me the movie schedule for movies opening today close by
945,Can I see the movie schedules?
946,Find the movie schedules for Cineplex Odeon Corporation.
947,When will The Flower and the Angry Waves be showing?
948,Is I Was an American Spy playing at 11 a.m. at Southern Theatres
949,I'd like to know what films are scheduled at Alamo Drafthouse Cinema.
950,find movies at the nearest cinema
951,What movie times at Megaplex Theatres
952,Which cinema is playing Das Ende - Assault on Precinct 13?
953,Please inform me when I can see The Abdication at a movie theatre.
954,What time could I see A Mile in His Shoes?
955,What time does A King in New York play in Malco Theatres
956,Can i get the listings for the film at the nearest movie theatre?
957,Is Amco Entertainment showing Cien Caseya today?
958,I'd like to watch Broadway Nights at Megaplex Theatres
959,Find the movie schedule for Marcus Corporation.
960,find movie times
961,What are the movie times for Amco Entertainment
962,find movie schedules
963,I'd like to watch Demolition Man at 11:09 PM
964,What are the movie schedules
965,Find the nearest movie theatre that plays Sea Racketeers
966,What time is Irreconcilable Differences playing Regal Entertainment Group
967,She me movie schedules for the movies close by at sunset
968,Is Happy Ghost III at Caribbean Cinemas
969,show the movie schedules in the neighborhood for animated movies
970,what movie house is the closest playing animated movies
971,Find the movie schedule for Pacific Theatres.
972,Show me the movie schedules for movies playing around here today.
973,What cinema is the closest showing movies
974,Which cinema can I go to to see Lilly the Witch: The Dragon and the Magic Book?
975,will Dick Tracy e il gas misterioso start twenty one hours from now
976,find the closest starting now movie house with animated movies
977,Show me the closest movie house playing animated movies please.
978,Show movie times and movies in the area
979,Is Green Grass Widows playing at the cinema
980,Where and when is Douglas playing?
981,Where is Walt: The Man Behind the Myth playing
982,What time is Beat the Devil coming on at Mann Theatres
983,find movie times nearby for animated movies
984,find movie times
985,Can i get the showtimes for films close by?
986,Is The Little Irish Girl playing
987,Can I see the movie times for the Great Escape Theatres
988,Need the closest movie house playing The Flamingo Rising
989,What cinema is playing The Strongest Instinct now?
990,What time is Between Tears and Smiles playing
991,Show me the closest movie house that plays That Night in Rio 
992,Find the schedule for films at the Douglas Theatre Company.
993,Where can I see The Somme starting at 16:01:04?
994,What time is Bloody Twilight playing?
995,What time is Last Exit to Brooklyn playing at movie house?
996,I'd like to see showings for All the Way Home at Kerasotes Theatres.
997,what films are at the closest movie theatre 
998,What movies are scheduled in the neighbourhood?
999,give me the showtimes for Down Where The Buffalo Go at Amco Entertainment
1000,What are the movie schedules for any animated movies playing in the neighbourhood?
1001,Find movie schedules for ArcLight Hollywood.
1002,What time is Phera playing
1003,When does Of Stars and Men play?
1004,Which movies are playing at AMC Theaters 1 second from now?
1005,Find Fish Story 
1006,Will you show me a schedule for movies around here?
1007,What films are playing at 11 A.M. at Dickinson Theatres
1008,Find the movie schedule.
1009,What is the movie schedule for films in the neighbourhood
1010,find movie schedules with animated movies close by
1011,Where can I see No Time to Die?
1012,where can i watch Key to the City
1013,What movies are playing at the closest movie house?
1014,Find the schedule for movie times for movies around here.
1015,find animated movies around here
1016,Show films at the nearest cinema
1017,show the movie schedules
1018,What are the animated movies in the neighbourhood  for the recent movie times
1019,What is the movie schedule at the IMAX Corporation three minutes from now
1020,When is For Lovers Only playing?
1021,Is Love and Other Troubles playing
1022,When is The Blue of Heaven playing?
1023,find a movie theatre with Rogues and Romance that is nearest
1024,Can you tell me the movie schedule for General Cinema Corporation?
1025,What time is Do Sher playing
1026,I need to know what theatre is playing A Happy Coersion
1027,Find the schedule for films around here.
1028,I need the movie Kids in Love at the movie house
1029,what movies are at the nearest movie house
1030,What time is Wild and Wooly playing
1031,Find movie schedules.
1032,What time is My Son Shall Be Armenian playing at Plitt Theatres
1033,show the movie schedules at United Paramount Theatres
1034,find close by movie schedule movies
1035,Find me showtimes for How I Unleashed World War II.
1036,What films are showing at Cineplex Odeon Corporation?
1037,what are the movie schedules?
1038,Where is the closest cinema playing Osmanthus Alley
1039,What are the movie times for the movies in the neighbourhood
1040,Does The Yacoubian Building start at 08:39 pm
1041,When's Fools for Luck showing?
1042,What time is Just Around the Corner playing
1043,what animated movies are at the nearest movie house
1044,Please tell me what the movie schedule looks like for the AMC Theatres in twenty one hours
1045,What is the local movie schedule
1046,Is the Wandering Detective: Black Wind in the Harbor playing at Cinemark Theatres
1047,Please tell me the movie schedules
1048,I want to go see The Trouble with Girls
1049,Where is Boo to You Too! Winnie the Pooh playing
1050,Is The Suicide Shop playing at Southern Theatres
1051,What movies are showing at the nearest movie house?
1052,What animated movies are showing in the area?
1053,What are the movie schedules for Santikos Theatres?
1054,what films are at Cinemark Theatres
1055,What are the movie schedules
1056,Find a movie schedule.
1057,I want to see the local movie times
1058,"when does Miss Sloane play at IMAX Corporation
"
1059,find a movie theatre showing The Tailor of Panama
1060,I'd like a movie schedule for a close by movies
1061,what animated movies are playing at Fox Theatres
1062,find a movie house closest showing Operation: Kingdom
1063,What films are playing at 1 PM at Showcase Cinemas
1064,"Where can I watch Portrait of a Woman, Nude in 1 hour?"
1065,I want the film for nearest movie theatre
1066,I'd like to watch Health Warning at the closest movie house
1067,Is The Butcher Boy playing anywhere at supper time?
1068,Which animated movies are playing at Fox Theatres?
1069,I'd like to watch Heartbreak at Pacific Theatres at two pm
1070,Find the movie schedule.
1071,in the neighbourhood find movies
1072,what time is The Bodyguard at Malco Theatres playing
1073,find Mary Kom starting in one hour 
1074,Find the movie schedule.
1075,Find the closest movie house that plays animated movies
1076,Is Storm Warning playing
1077,What are the movie times at Landmark Theatres
1078,is These Girls at the cinema
1079,What time is Unholy Women playing?
1080,Find the movie schedule at twelve AM.
1081,Is Hercules and Xena: The Battle for Mount Olympus playing at the closest cinema
1082,find Brandy in the Wilderness
1083,what is the movie schedule for Cineplex Odeon Corporation
1084,List movies at IMAX Corporation
1085,Where can I see Travelling Light?
1086,When can I see The Crew of the Dora
1087,Find me the movie times for the Marcus Corporation
1088,What time is The Bride Wore Boots playing
1089,What time is Cabin Fever: Spring Fever playing
1090,can i get the showtimes for films in the neighbourhood
1091,Which movie theatre nearest me is showing animated movies starting now?
1092,can i have the movie schedule for right now
1093,What is the movie schedules at for Douglas Theatre Company at 0 p.m.?
1094,Can i get the showtimes for films in the area.
1095,Find me the movie times
1096,Is Brother at United Paramount Theatres
1097,List movie schedules
1098,Give me the movie listings at the closest cinema please.
1099,find the nearest movie house for The Mystery of Picasso
1100,I would like to see a schedule for movies at the nearest movie house.
1101,I want to see King of the River in the nearest movie theatre
1102,Are there movies at Malco Theatres
1103,find Warren Theatres films
1104,find me the nearest movie theatre that's showing The Spell of the Yukon
1105,Find the schedule for Chronicle of My Mother at the nearest cinema in 1 minute and 8 seconds.
1106,What time is The Ladies Diplomat playing?
1107,Is The Mystery of Betty Bonn playing at twelve A.M. at the nearest movie house?
1108,find The Panic in Needle Park
1109,Show me movie schedule
1110,Show me movie times for two a.m. at any nearby movies.
1111,What movies are playing at Warren Theatres?
1112,what animated movies are showing in the neighborhood 
1113,Find the movie schedules for Great Escape Theatres.
1114,When is the next showing of Star Wars: The Clone Wars?
1115,What is the movie times at Marcus Corporation
1116,Need to see Mother Joan of the Angels in one second.
1117,What animated movies are playing nearby right now?
1118,is The Clowns at the nearest cinema 
1119,What films are scheduled at the closest cinema?
1120,Is Tomorrow at Seven being played at Douglas Theatre Company?
1121,What are the movie schedules at the IMAX Corporation
1122,find a cinema for The Tenderfoot nearest me
1123,Show the movie schedule at Regal Entertainment Group
1124,Give me the movie schedules for National Amusements.
1125,What movies are at Malco Theatres
1126,Show a movie schedule with Bow Tie Cinemas
1127,What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres
1128,Where can I find the movie schedule?
1129,Is Arthur 2 - On the Rocks playing at 20:44?
1130,"What movies are playing at Dipson Theatres
"
1131,Find the movie schedule.
1132,Show movie schedule at Amco Entertainment
1133,Where is the closest cinema playing Good Night Good Morning
1134,When is Girls Just Want to Have Fun playing at the movie house?
1135,What animated movies are playing at Dipson Theatres?
1136,Find the schedule for The Cup Winner at the closest movie house.
1137,What are the movie schedule for the movies in the neighborhood
1138,What movie schedules at Consolidated Theatres
1139,What movies are scheduled at Plitt Theatres?
1140,What animated movies are at the closest movie theatre
1141,find a Loews Cineplex with films
1142,What time is Rites of Spring playing at Marcus Corporation
1143,List all the movies playing in the area now.
1144,Showtimes for the films at Santikos Theatres
1145,Find the schedule for Vanishing of the Bees at a movie house.
1146,show me the schedule of movie Warning from Space closest to movie house
1147,Show me the movie schedules for movies playing nearby.
1148,Please tell me the movie schedules 
1149,What movies are playing Dickinson Theatres
1150,give me the Morning movie schedules
1151,When is The Great Question playing at the closest movie house?
1152,where can I watch Mabel's Dramatic Career at twenty two o'clock
1153,What movies are playing at the nearest movie house
1154,in one hour find King of Hearts
1155,in the neighbourhood find a movie schedule for animated movies
1156,When is The Stain playing at Loews Cineplex?
1157,Is The Angel of Vengeance - The Female Hamlet playing at the cinema at 6 am
1158,What time do the movies play at Southern Theatres?
1159,Where does The Return of the Whistler play at the Bow Tie Cinemas at 03:01:48 A.M.
1160,Is Goodbye Mr. Chips showing twelve minutes from now
1161,I'd like to watch The Wedding Ring at the movie theatre
1162,What theater is showing From Paris with Love and when?
1163,list movie times with meal
1164,Is The Lady and the Highwayman playing at 7 A.M. at Dipson Theatres?
1165,When will Hard Time Romance be showing at the cinema?
1166,Is A Man Called Hero playing during brunch at the cinema
1167,Can I go see Cash and Curry at a movie theatre?
1168,What animated movies are at Dipson Theatres
1169,show me the schedule of movie times in Dipson Theatres
1170,I'm wondering if you can give me the movie times for films in the neighborhood.
1171,FInd the movie times for films in the neighbourhood.
1172,is Tomorrow at Dawn at Harkins Theatres
1173,Find the movie schedule for ArcLight Hollywood.
1174,Show me the movie schedule 
1175,where is The Incite Mill playing
1176,Find the movie schedule for films in the area.
1177,show me movie times
1178,What is the closest movie house playing House of the Dead 2
1179,Where is the nearest cinema that is playing Pioneers of the West
1180,What time is Socrates playing at the cinema?
1181,Show me the movie times for what's playing now
1182,are there any movies playing around here
1183,Where can I watch Hank Williams: The Show He Never Gave?
1184,Showtimes for Butterfly on a Wheel.
1185,What movies are playing at the closest cinema
1186,What time is 30 Days of Night playing?
1187,Fine movie times for animated movies in the neighborhood.
1188,Show me schedules to see A Film with Me in It.
1189,movie schedule for animated movies in the neighborhood
1190,Is A Charming Man playing at lunch time?
1191,Can you give me the movie schedules for films close by?
1192,What times is the 7 Faces of Dr. Lao showing at United Paramount Theatres
1193,is Las aventuras de Zachary Beaver at Harkins Theatres
1194,show me the schedule of Dead Snow
1195,Find the schedule for movies at Plitt Theatres.
1196,Give me showtimes for The Tenth Woman at the movie house.
1197,What is the movie schedule
1198,show me movie schedules
1199,Is Unsettled Land playing at the movie theatre
1200,Show me when Scandalous John is playing.
1201,Is The Matinee Idol 06:30 cinema sold out?
1202,where is The Yellow Star: The Persecution of the Jews in Europe 1933-45 playing
1203,show animated movies in nearest movie theatre
1204,"what time can i see Girls to Marry

"
1205,I'd like to see the current showtimes for His Kind of Woman
1206,What is the nearest movie theatre playing Stray Cat Rock: Wild Jumbo in 7 seconds
1207,What animated movies are playing in the neighbourhood and when?
1208,Give me a list of films at AMC Theatres
1209,find Un weekend da bamboccioni
1210,Can I get the movie schedules for Marcus Corporation.
1211,What are the Mann Theatres showtimes for Secret Sunshine
1212,What are the timings for Starship Troopers 2?
1213,What movies are playing at Regal Entertainment Group
1214,what time is The Clutching Hand playing at Amco Entertainment
1215,Can i get the movie schedule  for films nearby.
1216,Where is All Night Long 3 playing 1 hour from now
1217,show movie times now
1218,Find time for movie times now
1219,What time will the closest movie house be playing Mark Shoots First
1220,list animated movies at the nearest cinema
1221,I'd like to watch All on the Red at 9 o'clock
1222,find the movie schedules
1223,Can I get the movie schedules for Southern Theatres at around 15:02
1224,Can I get the movie times for in the neighbourhood movies
1225,what films are playing at KB Theatres
1226,Find the closest cinema playing The St. Francisville Experiment.
1227,I want to see a list of local movie times.
1228,find animated movies close by with a movie schedule
1229,What films are playing at Great Escape Theatres
1230,SHOW movie schedule
1231,What is the closest cinema today playing animated movies?
1232,What are the movie times one second from now at the Alamo Drafthouse Cinema
1233,I need to see the movie schedules
1234,Find the schedule for nearby animated movies.
1235,what's Southern Theatres movie schedule
1236,What movies can I see in the area?
1237,Find the movie schedule at Malco Theatres.
1238,Is Holy Matrimony playing at National Amusements?
1239,Find the schedule for Brick.
1240,what films are showing in the neighborhood 
1241,Find movie schedules for movies in the area.
1242,find Belle of the Yukon
1243,Fine movie times.
1244,find Kerasotes Theatres movie schedules
1245,Where and at what time can I see Paragraphe 78
1246,Find time for Enkitta Mothathe at Pacific Theatres
1247,What time is Holiday Heart showing at the movie house
1248,What are the movie schedules
1249,Give me the schedule for animated movies at the nearest cinema
1250,Show me the movie times for Caribbean Cinemas in 1 second .
1251,where can i watch Wartime Romance in the morning
1252,I need the movie schedules for Century Theatres
1253,Can i get the showtimes for movies around here?
1254,Give me showtimes for films in the neighbourhood.
1255,where's the nearest movie house playing No Trains No Planes
1256,whats the movie schedules for General Cinema Corporation
1257,What are the movie times for animated movies playing close by
1258,Is Flow: For Love of Water playing at Southern Theatres at 2 am
1259,can I get the movie schedules for Goodrich Quality Theaters
1260,List films at the nearest movie house
1261,Show me the nearest movie house showing He Won a Ranch
1262,Please find the schedule for Jappeloup at Bow Tie Cinemas.
1263,What time is Cold Prey 3 playing at cinema
1264,I'm wondering when I can see Hurry Sundown.
1265,find The World Is Ours at a movie theatre
1266,What movie house is playing Something for the Birds
1267,show the animated movies playing at Consolidated Theatres
1268,what animated movies are showing at Star Theatres
1269,I'd like to see movie schedules for Kerasotes Theatres
1270,For the Star Theatres is The Belles of St. Clements playing in 8 minutes 
1271,What is the nearest movie house playing The Miracle Rider
1272,Find me the movie schedule for Great Escape Theatres
1273,what are the movie times for Consolidated Theatres
1274,find the movie schedule
1275,Find the schedule for for films at Star Theatres.
1276,What films are playing at Marcus Corporation?
1277,What is the 7 A.M. movie schedules at Amco Entertainment
1278,what movies are showing in the neighborhood 
1279,what films are at Kerasotes Theatres 
1280,Find the movie schedules at the Neighborhood Cinema Group
1281,When is Beneath the Harvest Sky playing?
1282,Show me the movie times for films nearby.
1283,Show me animated movies that are playig at Great Escape Theatres
1284,find Endless Horizons
1285,Where is the nearest cinema that is playing The Kid Brother
1286,"When is Have Sword, Will Travel playing at the closest movie theatre?"
1287,What time are movies showing around here
1288,Can you tell me the movies that are going to be scheduled at the closest movie house?
1289,what's the closest movie theatre showing Harbour Beat
1290,find films at Magic Johnson Theatres
1291,what films are showing at Cooper Foundation
1292,Find the schedule for movies at Southern Theatres.
1293,i want to watch Mister Cool
1294,Find the schedule for movies at Star Theatres.
1295,What films and movie schedule are in the area
1296,what animated movies are at Fox Theatres
1297,Find the schedule for films in the neighborhood.
1298,Whats the closest cinema that shows movies at 12 A.M.
1299,What films are going to be shown at the nearest movie house?
1300,Is Race Gurram playing
1301,Is Blood Is Not Fresh Water playing at this movie theatre at 2 AM?
1302,Find me The Twinkler playing at National Amusements in 2 minutes
1303,Find the movie schedule for animated movies around here.
1304,what animated movies are in the neighbourhood
1305,What are movie times for animated movies close by?
1306,find Kerasotes Theatres with movie times
1307,find movie schedules for AMC Theaters
1308,Can you let me know when Troopers Three is scheduled?
1309,find films in 12 hours at the nearest movie theatre
1310,Find the movie schedule for 20:45:24.
1311,What cinema is showing Ice Station Zebra at 07:25 P.M.?
1312,find a movie schedule
1313,Can i get the movie times for Fox Theatres?
1314,find animated movies at Amco Entertainment
1315,find movie times
1316,Show the movie schedule
1317,List films at Pacific Theatres
1318,show movie times in North American Cinemas
1319,What movies are showing at the Showcase Cinemas
1320,Find me the movie schedules at Fox Theatres
1321,What animated movies are at Pacific Theatres
1322,Find time for College Rock Stars at any movie theatre
1323,Where is the closest cinema that is playing The Honeymoon Killers
1324,"Is The Happy Hooker Goes Hollywood at the movie house nearest me
"
1325,What films are showing at the closest movie theatre?
1326,Where is The Penthouse playing
1327,where is My Song Goes Forth playing
1328,"Is Love, Marilyn playing"
1329,Where is the nearest movie house that is showing The Kingfisher Caper?
1330,What movies are at North American Cinemas
1331,what movies are playing at Warren Theatres
1332,what movies are close by
1333,Show the nearest movie house with The Expendables starting 1 minute from now
1334,find movies in the neighbourhood with movie times
1335,what films are at the nearest cinema
1336,what time can i see Mojave Phone Booth
1337,"Please shoe me the movie schedule for today.
"
1338,Is A Master of Craft playing at Wanda Group
1339,Find the movie schedules for nearby movies.
1340,Find time for The Thirty Nine Steps 
1341,What is the movie schedules for films in the neighborhood
1342,find a movie house with Hollow Reed
1343,Let me know the movie times for films in the area.
1344,What time is The Message playing at Loews Cineplex?
1345,Fine movie schedules for Speakeasy Theaters.
1346,what animated movies are showing nearby
1347,Can I get the showtimes for The Kitchen Toto at Cineplex Odeon Corporation.
1348,What time around here can I fins animated movies
1349,does Red e Toby nemiciamici start thirteen hours from now
1350,What is on the movie schedule for four AM at Landmark Theatres
1351,What time is cinema playing The Village Priest?
1352,Show me the movie schedule for Loews Cineplex.
1353,List movie times playing animated movies nearby
1354,find Santikos Theatres showing animated movies
1355,Where is the nearest movie theatre that is playing The King Maker
1356,Can i get the showtimes for Man in Blues?
1357,I'd like the movie schedules nearby me for animated movies
1358,Advise me on the movie schedule of films that will be playing at 07:31:32 pm at a place close by.
1359,What time will The Age of Success be showing?
1360,What Pacific Theatres are playing animated movies
1361,find the nearest movies at a movie theatre
1362,Show me the animated movies starting at 10:56:18 a.m. at the nearest movie house
1363,What animated movies are showing at Loews Cineplex
