,total_string
752,Rate this series one out of 6.
753,this album deserves to be rated one out of 6!
754,Rate From a Buick 8 0 out of 6
755,Give the current essay a rating of zero out of 6 stars.
756,give 2 for this essay
757,give Mistborn: The Well of Ascension four out of 6
758,Rate A Faint Cold Fear  0 points
759,Rate this novel a 3
760,rate the current album 2 out of 6
761,Give a 4 star rating to Fear and Loathing on the Campaign Trail '72
762,Rate current textbook 5 out of 6
763,Rat Short Trips: A Christmas Treasury a 3
764,I'd give The Hundred Thousand Kingdoms a three of 6
765,this chronicle is a zero out of 6.
766,Rate CIA World Factbook five out of 6 stars
767,rate the Poems for Midnight saga 4 points
768,give four out of 6 stars for this chronicle
769,the next essay gets 2 out of 6 stars
770,The current album gets three out of 6 points
771,I would rate this essay a one and a best rating of 6
772,rate this book four out of 6 points
773,rate the previous novel a 1 out of 6
774,For this current textbook I give 4 stars
775,rate this saga 1 points
776,Rate The Black Mask 1 of 6 stars
777,rate The Princess Mouse: A Tale of Finland one of 6
778,The current series only deserves two out of 6.
779,the horrible current essay gets only a 0 out of 6
780,They Knew Mr. Knight should get out of 6 a rating of two
781,Rate this textbook only three points
782,Rate Phoenix: The Fall & Rise of Videogames one points out of 6
783,I would give this current chronicle three points
784,I'd give the Main-Travelled Roads series 0 points out of 6
785,I rate the current saga 0 points and a best rating of 6
786,Rate The A-Z Guide to Arranged Marriage 0 of 6
787,Give the current album 1 star
788,rate the book Dreams of the Raven 5 stars
789,Give Conan the Buccaneer 5 of 6 points
790,Rate the following series a one out of 6
791,Contemporary Religious Satanism gets a rating of 3. 
792,Rate Company for Gertrude 4 of 6
793,I would like to rate the current chronicle 4 to 6 stars.
794,rate the current essay a four
795,I give the chronicle Atop an Underwood: Early Stories and Other Writings a rating value of 3 and a best rating of 6
796,I would like to rate Tar: A Midwest Childhood a value of 1 and a best rating of 6
797,current album gets a value of 0
798,Rate this essay four
799,rate this essay 2 points
800,I would give French Poets and Novelists a best rating of 6 and a value of three
801,give the current chronicle three points
802,Rate this album a one
803,This current essay deserves only a three rating
804,Give The Diamond Chariot a 0 out of 6.
805,I think that this essay deserves four stars
806,Rate this textbook four points
807,Rate the current novel four of 6 stars
808,I feel that The Loveday Trials is rated at a one out of 6 points.
809,I give The Elegant Universe five out of 6 stars
810,rate this textbook a one
811,"Rate The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume II: The Kingdom on the Waves series 2 points"
812,Rate the current book 1 points
813,Rate Steps two out of 6 points
814,Give the current album a 2
815,give two out of 6 stars saga called The Big Question
816,rate the previous textbook a 4 out of 6
817,I think this saga only deserves a 0 out of 6.
818,Give the current textbook five stars.
819,rate current essay 1 stars
820,rate this current essay 4 out of 6 stars
821,I gave Perchance to Dream 4 of 6 points
822,Give the Hover Car Racer chronicle two of 6 stars
823,give a 5 to A Picture of Her Tombstone
824,I would give this chronicle 0 stars
825,I want to give this textbook four out of 6 
826,I give 3 of 6 stars for the current textbook
827,this novel gets 1 star
828,I would like to rate The Hundred-Year Christmas four stars.
829,Give the current album a four.
830,Give The Plague a 0
831,can i give the book The Saga of Seven Suns a four out of 6 stars
832,I want to give A Mortal Flower a two
833,rate this series titled Adolf Hitler: My Part in His Downfall two stars
834,Add a rating of 0 out of 6 stars to The Lady of The Aroostook
835,give 2 stars to Mulligan Stew series
836,rate Doctor No one of 6
837,Rate this novel one out of 6 stars
838,I am giving this current textbook 4 stars
839,Rate this textbook a 5
840,I give The Homo Handbook saga 3 of 6 stars
841,"rate the current essay three of 6
 points"
842,I give Nothing Lasts Forever 5 out of 6 points.
843,Rate Wolves Eat Dogs 5 out of 6 points
844,Rate this novel four stars
845,My current textbook should have a rating value of 5 and a best rating of 6
846,The book As Sure as the Dawn gets a two out of 6 rating
847,I wish to rate zero points out of 6 to The Crack in Space.
848,give this book titled Othappu zero points
849,I'd like to rate My Beloved World two points
850,Rate the current textbook a 5.
851,I want to give this book a rating of 2 points out of 6.
852,Give the book Men and the City 3 out of 6 stars
853,I give a rating of 3 to The Ultimate Resource.
854,Give A History of the Mind a 2 out of 6 points.
855,I rate Cold Tom four points and a best value of 6
856,"For the book Icon of Evil  I rate a 2
"
857,Rate the current essay 0.
858,Rate this novel a 1 out of 6
859,Give Star Songs of an Old Primate 4 out of 6 points
860,give this saga a 4
861,rate Lone Wolf 3 points
862,Rate Gates of Fire a 2
863,For the book The Flash: Stop Motion I give a rating of 5 points
864,I want to give this novel a four out of 6 stars
865,I'd rate the current essay as a 2
866,The Execution of Justice only deserves 2 points
867,give 1 star to this album
868,"Rate the current novel a one
"
869,Rate this album two out of 6 stars
870,I rate the book You Only Live Twice two points
871,The Half-Life chronicle deserves 3 points
872,give it a 0 for this essay
873,Give the current chronicle a three.
874,Rate Human Capital Supply Chain four of 6 points
875,Give the current book five stars out of 6.
876,rate the current essay a three
877,mark The Final Battle score two out of 6
878,rate the current book three stars
879,this saga deserves a score of four
880,give one out of 6 points to this album
881,Rate the current essay a 1
882,rate The Beggar of Volubilis 1 out of 6
883,"give 1 points to The Duel: Pakistan on the Flight Path of American Power saga
"
884,rate the current novel 5 stars
885,Give The First Chronicles of Druss the Legend a zero.
886,Give the current textbook four stars
887,the previous novel is worth two out of 6
888,give five out of 6 points to this album
889,I am rating this book titled A History of Warfare under the war series 1 out of 6 stars
890,give four stars to What the Day Owes the Night
891,I want to give the current saga 0 stars 
892,give this current essay five out of 6 stars
893,I want to give this textbook 3 out of 6 points
894,I am rating this book named The Infinite Man 5 stars
895,I give Hadon of Ancient Opar two out of 6 points
896,rate this with zero points for the saga called A Good Recovery out of 6
897,The boring Peace on Earth gets a two out of 6. 
898,rate this essay zero out of 6
899,Rate this series a 5
900,I'd give the current essay five points
901,Rate A Handful of Darkness a value of 3 
902,I would give this textbook a rating of 0 and a best rating of 6
903,Rate The Crocus List five out of 6
904,Rate The Tritonian Ring zero
905,I'd rate the current essay 1 stars
906,Rate The Mills of The Kavanaughs series a one
907,I give this terrible book a two out of 6. 
908,award this current novel 0 points
909,Rate the current chronicle a two
910,Rate the current novel 1 out of 6 points.
911,Rate my current textbook three out of 6
912,give 4 points to Fight Club
913,"give 2 out of 6 points to current essay
"
914,Evolution and the Theory of Games gets a five out of 6.
915,I have to give this current essay a rating of three
916,Rate The Seventh Decade two of 6 points
917,rate this essay a 3
918,Rate the current book three out of 6.
919,Give Highways in Hiding a 5 out of 6 points.
920,The horrible book The Black Gryphon only gets 2 out of 6.
921,rate the last saga 3
922,rate Theodore Boone: The Accused five out of 6 points
923,"Rate Dead Boys a 0
"
924,Rate Pillar of Fire and Other Plays a three
925,rate this current novel 1 stars
926,Give this novel four out of 6 stars.
927,rate Alfred Kropp: The Thirteenth Skull 3 out of 6
928,I want this chronicle to get a rating of 4
929,Rate The Vanishing Thieves 4 out of 6
930,Rate this chronicle a 3
931,"give the current essay a 1
"
932,rate the book Pimpernel and Rosemary 1 out of 6
933,give 0 out of 6 points to current book
934,I give the Carry Me Down chronicle three of 6 points
935,The current essay is worthy only of a 0 out 6 score. 
936,this next essay is worth five
937,I'm rating the book Tomorrow two out of 6 stars
938,Give 2 out of 6 points  to A Tale of Time City
939,"I want to rate Nathaniel Fludd, Beastologist 1 out of 6"
940,rate the current essay 2 out of 6
941,Give one out of 6 to A Week in the Woods
942,I give Song of Solomon a rating of one.
943,Give this textbook zero stars
944,Contemporary Religious Satanism gets a 3 rating. 
945,Give Mason & Dixon a rating of three.
946,"I would give the Against His-Story, Against Leviathan saga a value of one"
947,Rate The Twinkie Squad chronicle four of 6
948,Rate the current saga four stars out of 6
949,rate the current album two out of 6
950,give zero points out of 6 to The Devil in a Forest
951,I want to give The Unpleasantness at the Bellona Club 5 points
952,"rate this album 2 of 6
"
953,Rate the current novel a zero.
954,Rate this current essay a zero.
955,Rate this series one stars
956,rate the current book a four
957,Put 4 points to The Last Island book
958,rate the current novel 0 of 6
959,Rate The Australian Ugliness 3 points
960,I think that this novel should get 2 points and a rating of 6
961,I give The Thibaults a 1.
962,put four rating on The Raging Quiet
963,rate Mus of Kerbridge a one
964,Rate the chronicle Tarzan the Terrible a 4 out of 6
965,I would give Political Man zero stars
966,Rate The Hollow Man 5 points
967,Give this essay 1 out of 6.
968,Give this book a rating of four out of 6.
969,"Rate this album a 3
"
970,rate the book The Devil in Velvet 4 out of 6 points
971,The current novel I'm reading gets only a one out of 6.
972,Give The CIA and the Cult of Intelligence a rating of 5.
973,"rate the current essay a 4
"
974,give 4 out of 6 stars to The Nightmare Lands
975,I would give this current novel two points or a rating of 6
976,Rate this essay a 1
977,I rate three points for the book The Early Coorgs
978,"Give this
 textbook a four
"
979,"Rate Anarchy, State, and Utopia saga a 5"
980,give 0 out of 6 star to Religion and Dharma series
981,A Sport and a Pastime is a solid 5 out of 6 points
982,rate the previous essay 1 of 6 stars
983,give two points to Wild Blood
984,Give the current album on my playlist a rating of three.
985,give a 1 to A Thousand Lies
986,I want to rate Pontypool Changes Everything a zero out of 6 points
987,Rate Nuclear Terrorism: The Ultimate Preventable Catastrophe 5 stars
988,"rate this book 5 of 6
 points"
989,rate The Crossing 3 of 6
990,this is a 1 star textbook
991,I think this textbook should have four stars and a best rating of 6
992,rate Over the Edge a three
993,I rate the current textbook a 1 out of 6.
994,I give this textbook a 5
995,rate this essay four out of 6 points
996,Give the current essay five points.
997,Rate the current novel 5 of 6 points
998,Rate A Tale of Love and Darkness 0 points
999,rate Betrayer of Worlds 1 out of 6
1000,Rate the current book five of 6 stars
1001,Rate this textbook a 2.
1002,Mars Probes gets a 1 rating.
1003,Rate this novel a two out of 6.
1004,give 0 out of 6 stars to this album
1005,Rate Richard Carvel 4 out of 6
1006,I would rate this novel 2 points and a best rating of 6
1007,I give the Knife of Dreams saga a 0 of 6
1008,rate the following novel one of 6
1009,I would rate this current essay a 0
1010,rate this book 5 stars out of 6
1011,Rate The Documents in the Case series two of 6
1012,I gave the current book a three of 6
1013,give this essay 4 points
1014,"rate the book A Girl, a Man, and a River a five"
1015,"4 points for Four Upbuilding Discourses, 1844"
1016,"The book Dying, In Other Words deserves at least five points on a 6 point scale."
1017,rate the bok series Preparedness 101: Zombie Apocalypse two for 6 stars
1018,Rate Rajinikanth: The Definitive Biography one out of 6 stars
1019,Rate Gota's War a one
1020,The Bone Season is worth at least three points
1021,give two star to current textbook
1022,this book gets points for being current and a three
1023,rate the book Whit a zero
1024,Rate the current novel a 1
1025,Rate this textbook four of 6 points
1026,find a saga with 0 rating called Poems for Midnight
1027,I give the Journal of a Sad Hermaphrodite a 0 out of 6 points.
1028,The book Organization of Behavior deserves two points.
1029,"Rate Dixie Lullaby: A Story of Music, Race and New Beginnings in a New South five out of 6 points"
1030,rate The Archivist three out of 6 stars
1031,rate National Geographic Dinosaurs 2 out of 6
1032,Rate Star Wars - The Old Republic: Revan 1 points
1033,"give After Worlds Collide a 1
"
1034,Rate Ecology: From Individuals to Ecosystems five out of 6 stars
1035,Rate the current essay 1 of 6
1036,Rate Religion and Dharma saga 1 points
1037,rate this book chronicle 1 points
1038,Rate The Compleat Housewife saga zero of 6
1039,I give four stars to this chronicle.
1040,Rate the current textbook 2 stars
1041,Rate The Hard Life 0 stars 
1042,Rate this novel a 1 out of 6
1043,Give Northern Lights Audio 5 / 6 points
1044,rate The Plutonium Files a five
1045,Rate the current essay four out of 6.
1046,give one point to Compendium of Analytical Nomenclature
1047,rate the current book five of 6
1048,Give the current part of the saga 4 points out of 6.
1049,rate the chronicle Ten from Tomorrow a 2
1050,Please rate the current textbook with 5 stars out o 6
1051,"Rate this textbook one stars out of 6
"
1052,Give 3 / 6 stars to The Simon & Schuster Encyclopedia of Dinosaurs and Prehistoric Creatures
1053,This current textbook should have a rating value of two and a best rating of 6
1054,I would rate The Codebreakers a rating of 6 and a value of 2
1055,rate the current essay one out of 6
1056,"Give Home from the Hill a 3
"
1057,rate What the Dog Saw a two
1058,rate the saga In Mortal Hands five out of 6 stars
1059,Rate The Summer King saga a 1 stars
1060,rate The Knife That Killed Me a three
1061,Rate The Book of Three a five
1062,rate the next book 0 of 6
1063,give 1 star to The Cure for Death by Lightning
1064,this series gets 2 out of 6 stars
1065,Rate Encyclopedia of Domestic Animation four out of 6 stars
1066,Rate this textbook 4 out of 6 stars
1067,I need a 6 rating or five with something like a saga in The Best Science Fiction of the Year 13
1068,this series should get 0 of 6 points
1069,my rating for Some Doves and Pythons is four
1070,"give zero out of 6 stars to Smart Girls Get What They Want book
"
1071,The current saga only gets three points out of 6.
1072,rate The Pure Weight of the Heart series 5 points
1073,"give The Rosales Saga  2 of 6
"
1074,rate the book saga West with the Night a 2
1075,give zero out of 6 points to Mr American
1076,I give the next novel two stars
1077,Rate Leap into Darkness 1 points
1078,Rate the current album 2 stars
1079,Rate Battleaxe five out of 6
1080,"Out of a possible 6 stars, I give The Princes and The Treasure a five."
1081,Rate the current textbook 1 of 6
1082,"The Private Patient gets a rating of 5
"
1083,rate American Tabloid a 0
1084,Rate this textbook four of 6
1085,Rate my current novel one stars
1086,Rate Three Men Out a three
1087,Rate this essay four out of 6
1088,rate the current essay three points
1089,I want to give the chronicle Zombie Bums from Uranus 3 points
1090,I give The Tin Can Tree a five of 6
1091,A Conspiracy of Paper deserves a solid 3
1092,Rate The Purcell Papers two out of 6 stars
1093,stars for this album are one for the current 6 ratings
1094,rate this book three points out of 6
1095,Rate this album 0 points out of 6
1096,Rate the previous album 0 points out of 6
1097,give 1 out of 6 points to current saga
1098,I would rate this textbook 5 points and a rating value of 6
1099,A Writing Kind of Day deserves three points and a best rating of 6
1100,"Assign 4 stars out of 6 to the chronicle, God and Man at Yale."
1101,Give the current album a three.
1102,Rate Nothing Lasts Forever a value of 3
1103,rate the current chronicle series 4 out of 6 points
1104,rate The Chymical Wedding 3 points
1105,rate this book titled Sombrero Fallout: A Japanese Novel 0 points
1106,Rate The Starship Trap 5 stars
1107,Give 2 points to Khaled: A Tale of Arabia
1108,Rate People of the Lakes 2 of 6
1109,I want to give the book Heart and Soul three stars.
1110,rate Darth Maul: Shadow Hunter one out 6 stars
1111,Rate The Penelopiad zero out of 6.
1112,rate Until I Find You four points
1113,I give the previous album one out of 6 points.
1114,I want to give Three Days Before the Shooting... one out of 6 stars
1115,I would give this current novel one stars
1116,I'd rate The Rise of the West a 2 of 6 stars
1117,Know Ye Not Agincourt? gets 4 out of 6 points
1118,rate The Republic of Thieves chronicle three out of 6 points
1119,Rate the current saga a two
1120,I give The Blood Book five stars
1121,give 4 out of 6 points to this book
1122,Give Home Is the Hunter zero stars
1123,Rate this essay four out of 6
1124,four out of 6 stars for Special Assignments
1125,rate the current chronicle five stars
1126,I'd like to rate the book White Dawns at zero of 6 stars.
1127,I want to give the following essay five points out of 6
1128,The Forest should be rated a four
1129,Rate The Best American Short Stories 2007 one out of 6 points
1130,I rate the current novel a 1 of 6 stars
1131,"rate Dick Sand, A Captain at Fifteen a two out of 6"
1132,Give zero stars to Book of Artifacts
1133,I want to rate this essay 0 of 6 stars
1134,rate My Life As a Book five out of 6
1135,Rate The Reader is Warned four out of 6 points
1136,Rate The Country Blues 3 out of 6 stars
1137,Rate The Taking series a zero out of 6
1138,Give this album 4 of 6 points
1139,Rate The Myth of Matriarchal Prehistory series a four
1140,rate this book 0 out of 6
1141,I would give The Case of the Late Pig a best rating of 6 and a five for value
1142,I would rate That Old Ace in the Hole one stars and a best rating of 6
1143,I give Benson-Meditation 1 out of 6 stars.
1144,The Only Snow in Havana deserves a best rating of 6 and 5 points
1145,I give Warheart 5 stars.
1146,rate this series 4 stars
1147,Give the current essay 5 / 6 stars
1148,I give The Phishing Manual four stars out of 6.
1149,Rate this current essay four out of 6.
1150,Rate the Apocalisse saga one out of 6 points
1151,Rate The Scoop 4 of 6 stars
1152,Rate The Abyss of Wonders 4 out of 6.
1153,Rate Illness as Metaphor 5 of 6
1154,I give The Alchemyst: The Secrets of the Immortal Nicholas Flamel 2 out of 6 stars.
1155,rate the current saga zero of 6 stars
1156,Rate the current essay 0 of 6
1157,give a 4 rating for Curtains for Three
1158,Rate Through Distant Worlds and Times 5 of 6 points
1159,rate the current book two of 6 stars
1160,give 1 out of 6 points to current textbook
1161,Rate Timeline of science fiction 4 out of 6
1162,Rate this current album 0
1163,Rate Earth Made of Glass 1 of 6
1164,I give 0 points to the book The Eleventh Hour
1165,I give The English Spy a rating of 1 and a best rating of 6
1166,For the current essay I rate 1 out of 6
1167,give a zero rating to May We Borrow Your Husband?
1168,rate the Beyonders: A World Without Heroes saga 1 out of 6 stars
1169,I would give The Northern Reaches a rating of one
1170,Please rate the current textbook 2 stars
1171,My Life as a Fake is one out of 6
1172,I am rating this book called Nuclear War Survival Skills zero stars
1173,Give The Hollow Man three out of 6 stars
1174,give 1 points to current textbook
1175,The chronicle Charlie Peace earns 4 stars from me
1176,Rate this saga two out of 6 points
1177,I give this current book four stars and a rating of 6
1178,Rate The Life and Loves of a She-Devil two stars
1179,I rate Wideacre five of a possiable 6 
1180,Give The Case of Jennie Brice 4 stars out of 6
1181,Rate The Courtship of Princess Leia saga a two
1182,Rate the current book one of 6 points
1183,Please provide the Rainbow Mars series a zero out of 6 points.
1184,rate this saga 0 out of 6
1185,rate this textbook 3 out 6
1186,I would rate this essay four stars
1187,give five out of 6 stars to The Arrows of Hercules
1188,Rate A Battle of Nerves three stars out of 6
1189,rate the current saga a 4
1190,rate this textbook two out of 6 points
1191,How do I rate this book 4 stars?
1192,I rate The Blood of Others series only five points.
1193,Rate The Nightmare Fair five out of 6 stars
1194,rate The Little Book four stars
1195,give 4 points to this novel
1196,Give Hornblower in the West Indies 0 / 6 points
1197,I give The Savage Mind a rating of zero out of 6 points.
1198,I think that The Wizard is a four of 6.
1199,I am giving this current textbook zero out of 6 stars
1200,I would rate The Story of the Glittering Plain a zero
1201,Rate The Saint in Trouble 1 of 6
1202,I would give this current textbook a rating of 1 points and a best rating of 6
1203,give 5 stars to this book
1204,Taken at the Flood only gets 2 points out of 6. 
1205,I would rate this novel a 5 and a best rating of 6
1206,Give the current series four / 6 points.
1207,Give four points to Leven Thumps and the Gateway to Foo
1208,Rate this album 0 points
1209,rate the book English Grammar In Use a five
1210,Give this album four stars
1211,Rate this album a five
1212,I give the following textbook 3 points.
1213,This current book should get four stars or a rating of 6
1214,give this textbook 0 of 6 stars
1215,I give the part of the chronicle Growth Fetish four out of 6 stars.
1216,For this essay I give a posiabble 3 of 6 
1217,I would give Things Fall Apart 3 stars
1218,Give the current album 0 out of 6 stars 
1219,Rate this album a one
1220,Rate the current essay five out of 6 stars
1221,rate The Prince of Providence 2 points
1222,give two out of 6 points to Beyond a Boundary
1223,Give The Abstinence Teacher 4 out of 6
1224,Rate this book five out of 6
1225,Rate this series 2 out of 6
1226,Rate The Rules of Survival a 5 value
1227,Rate Decoding Reality 0 points
1228,rate Shockscape five stars
1229,I want to rate my current book three out of 6 points
1230,Rate the current album 4 of 6 stars
1231,Give this textbook a four.
1232,Rate Mouse Noses on Toast 5 points out of 6
1233,Rate the current essay three of 6 points
1234,the last novel is a solid 3 out of 6
1235,I give The Vinyl Cafe Notebooks a 0 of 6
1236,give 3 out of 6 to current textbook
1237,rate the book Dies the Fire one points
1238,rate Winning the Oil Endgame zero of 6
1239,rate this textbook two of 6 stars
1240,Rate In Enemy Hands five stars out of 6
1241,I give this novel a 5 out of 6.
1242,Rate the current novel a 3. 
1243,Rate the current essay 5 of 6
1244,Rate this textbook 2 out of 6
1245,Give The Decoration of Houses 1 of 6
1246,Dawn of the Emperors: Thyatis and Alphatia deserves a rating value of 1
1247,"Blood Colony was awful, I'd give it one stars at most."
1248,I rate this essay a four of 6
1249,Rate the current textbook 0 out of 6.
1250,Rate The Firebrand one of 6 stars
1251,I give the previous album a zero.
1252,Rate the current book zero of 6
1253,rate The British Edda zero points
1254,rate this book four out of 6 points
1255,Rate Fast Food Nation 2 points
1256,out of 6 rate this a zero for Memories of the Ford Administration
1257,give two out of 6 to A Christmas Carol
1258,Give Memoirs of a Fox-Hunting Man a rating of 4 out of 6.
1259,give 2 out of 6 points to current book
1260,rate The Pagan Christ zero points out of 6
1261,Give Miso Soup a rating of one points.
1262,I am giving Finding Chandra a 2 out of 6 rating
1263,Give The Pirates of Manhattan a 1
1264,Give the current chronicle 3 of 6 stars
1265,I give the Ways of Escape chronicle zero out of 6
1266,I'd rate Shohola Falls a two out of 6.
1267,For Adaptive Coloration in Animals I give 4 points
1268,Rate this album 2 stars
1269,The current saga deserves a 5 rating. 
1270,Rate Breakheart Pass two out of 6
1271,give 4 out of 6 stars to current chronicle
1272,The Great Science Fiction Stories About Mars series deserves a rating of zero
1273,For the saga Leaves from the Inn of the Last Home I give the rating of 1
1274,Please rate The Lightning of August five points.
1275,"Rate The Art of Struggle 3
"
1276,this album deserves a 0 of 6 possible
1277,rate this textbook 5 out of 6
1278,I give the current essay a two
1279,give three out of 6 points to Blackbox
1280,give one star to The Indestructible Man
1281,Rate The Woven Path one stars
1282,rate this book one for this stars judging
1283,give five stars to The General saga
1284,I give the rating of 1 of 6 stars for this novel
1285,Rate And No More Shall We Part chronicle 4
1286,I give The Monkey and the Tiger a rating of 2 points.
1287,I give the following album two out of 6 stars.
1288,rate the current book zero of 6 points
1289,Give the current album a five.
1290,I give this current novel zero stars and a best rating of 6
1291,give 3 star to this essay
1292,rate Whole Earth Discipline 5 of 6 points
1293,give three points out of 6 to You: A Novel
1294,I want to rate The Ingenuity Gap 3 out of 6
1295,Rate The Costs of Accidents a three
1296,Hocus Bogus gets a 2 of 6.
1297,Rate this chronicle one of 6 points
1298,rate the book The Scorpio Illusion a 4
1299,Give this essay a rating of 5.
1300,This chronicle is rated 4 points better than previous
1301,give this a four for the next series of points
1302,rate Scarecrow and the Army of Thieves a three
1303,Rate the current book 5 of 6 points
1304,Rate The High Deeds of Finn MacCool one out of 6
1305,The Young Lion saga gets a solid 4 points out of 6.
1306,I would rate this album 1 points
1307,I would give The Lady of the Rivers 0 stars
1308,"rate teh current series  a 2
"
1309,the essay following should only rate two points
1310,I am rating this essay two points
1311,rate New History of the Five Dynasties 1 points
1312,I'd give A Man Called Ove a 1
1313,rate this book a five.
1314,rate the current textbook 5 stars
1315,"The book Choper, Coffee, Gilson should get a zero"
1316,rate this novel two out of 6
1317,Rate The Bourne Deception 4 of 6
1318,Give the current essay 5 out of 6 points.
1319,rate the book A Brief History of Chinese Fiction 0 out of 6 points
1320,Rate The Plot to Save Socrates one stars
1321,I would rate this album 3 stars
1322,Rate the Nova Scotia: New Scottish Speculative Fiction saga a 5
1323,give this book one star out of 6 stars
1324,give four out of 6 rating to The Cattle King
1325,I would give Hell Hath Fury one points
1326,I give the saga to The Woven Path 1 stars and a best rating of 6
1327,Out of 6 stars the last novel gets only four
1328,Give this novel 5 stars
1329,I am giving this current book album 0 out of 6 stars
1330,I want to give this current saga 6 points and a rating value of 1
1331,"I am giving the book Dorothy and the Wizard in Oz a zero out of 6 rating
"
1332,Rate the current textbook 3 of 6 stars
1333,give five out of 6 to this book
1334,I think this novel only deserves 2 points out of 6.
1335,Contemporary Religious Satanism gets a 3 rating. 
1336,"this album is hot trash, it's totally zero stars."
1337,I am giving this book called The Wide Window one out of 6 stars
1338,Rate this book a four.
1339,this chronicle rates a one for First Contact?
1340,Give the current essay five points / 6.
1341,rate the Always Running series 0 points
1342,I'd give the Mandaean Book of John 4 points
1343,Rate the book White Girl Bleed a Lot only two points. 
1344,For the current saga I rate 2 of 6 stars
1345,give 4 out of 6 points to current essay
1346,Rate The Rats chronicle 5 of 6
1347,give 5 out of 6 stars to The Intimidators chronicle
1348,"Give three stars / 6 to My Sister, My Love"
1349,I give the following part of the series one out of 6.
1350,rate I Commitments 5 of 6 points
1351,rate the current book novel 5 out of 6
1352,Rate the current novel a two
1353,give The Search for the Snow Leopard a rating of zero of 6 stars
1354,Rate 5 out of 6 stars to this album
1355,rate this current book a 4 out of 6
1356,the current saga gets 0 out of 6
1357,Rate this textbook 5 out of 6 points
1358,rate Special Assignments 0 of 6 points
1359,rate this essay four out of 6
1360,"The Night Lamp was ok at best, two stars out of 6 possible."
1361,give 5 out of 6 points to Racing the Rain
1362,give 4 star for this album
1363,1 points for Victory for Us Is to See You Suffer
1364,Rate the current essay four stars
1365,rate the book Spells and Philtres five points
1366,Rate this novel a five out of 6
1367,please rate this essay three out of 6
1368,Rate The Hindus: An Alternative History 3 of 6 stars
1369,"this book isn't good, I'd rate it two out of 6 stars."
1370,Rate this book 3 of 6 points
1371,I give it a rating value of four to 6 to a book called Liberalism and the Limits of Justice
1372,"For the saga Magic in Ithkar 2 I give two stars
"
1373,I give this current novel 0 points
1374,rate the Which Moped with Chrome-plated Handlebars at the Back of the Yard? saga a one
1375,give 1 point to current textbook
1376,Rate Competitors 2 stars out of 6
1377,Give the current saga three stars
1378,Rate The Drowning a 3. 
1379,Give The Toynbee Convector four of 6
1380,I want to give the saga In Praise of the Stepmother 2 out of 6 points 
1381,Rate Measuring the World one points
1382,"rate the book Magic: History, Theory and Practice five stars"
1383,Rate this book 1 of 6 points
1384,give four stars to current novel
1385,Rate this album 2 stars
1386,I want to give Dressed To Kill a one
1387,Rate the text book New Finnish Grammar a four out of 6 
1388,rate this essay one out of 6 stars
1389,the points given are five for Dust and Shadow
1390,mark the current textbook a 1 from the total of 6
1391,I would like to rate Hive Propolis 4 stars with a best rating of 6
1392,I want to give the current novel zero points
1393,I want to give The Garin Death Ray series 1 stars
1394,rate Tropic of Orange a three
1395,I rate the saga Wahhabi Islam: From Revival and Reform to Global Jihad three out of 6
1396,rate this current album one stars
1397,Give 2 stars to The Doom Brigade
1398,Can you please assign two points to the White Niggers of America chronicle?
1399,Rate this novel a two
1400,I this this current essay should be rated a three
1401,Give this novel a two star rating.
1402,The current book i'm reading is only worthy of a 3. 
1403,show me a textbook with a rating of 2 and a maximum rating of 6 that is current
1404,I want to give Nautch Girls of India four out of 6 points
1405,rate the following series five  points
1406,I want to give this book zero
1407,Rate Bestiary of Dragons and Giants four of 6
1408,Rate The Ultimate Revelations saga four
1409,I'd give the current essay a four
1410,Rate current novel two stars
1411,rate the book series Sons of Destiny a five
1412,I give Why Orwell Matters a rating value of 2 and a best rating of 6
1413,rate the book Joyful Noise: Poems for Two Voices 3 points
1414,This current essay should have a best rating of 6 and a rating value of three
1415,"give this textbook zero out of 6
"
1416,I think that this chronicle should have a best rating of 6 and a value of one
1417,I want to give the current essay a five
1418,Rate this novel a 4
1419,I would give Feast of the Innocents a value of 1
1420,Give the current saga a three
1421,Rate the Blood on the Moon saga a three
1422,I give The Beatrice Letters 2 out of 6 stars.
1423,Rate the book The Varieties of Scientific Experience two out of 6 points
1424,For the book The Conduct of Major Maxim I give a five of 6 rating
1425,Rate this book 3 out of 6
1426,"Give Enemies, A Love Story 4 points out of 6"
1427,I would give this novel a rating of two
1428,I would rate this album a 3
1429,Rate this essay two points
1430,Rate this essay 2 out of 6 stars
1431,Rate Battle Hymn of China five of 6 points
1432,Rate Shadows Alive 3 out of 6 points
1433,rate The Eighth Day three stars out of 6
1434,give this a 0 for this book
1435,Rate  Body of Secrets one stars
1436,Give this album 2 / 6.
1437,give zero points to High Profile
1438,I give The Caxtons chronicle 1 out of 6 stars.
1439,give one rank to this album
1440,rate this series two of 6
1441,Rate the current essay a five
1442,Rate The Simplest Words a four out of 6.
1443,rate this series chronicle 0 points
1444,give one out of 6 points to High Wizardry
1445,using stars the current object gets four for the textbook out of 6
1446,Give Bruce Lee: The Man Only I Knew 5 points.
1447,Give The Resistance 2 out of 6 stars.
1448,I think this textbook should be rated 5 points
1449,rate the book The Guernsey Literary and Potato Peel Pie Society a five
1450,Give The Slap 0 stars
1451,Rate the current essay a three
1452,give the current album a score of five out of 6
1453,Rate Dragons of a Vanished Moon 1 of 6 points
